icd	icd_label	depth	n_children	bucket	ambiguous_conjunction	n_existing_xrefs	existing_predicates	existing_mondo	match_tier	match_mondo	match_mondo_label	match_via	match_icd_form	n_match_cands	hp_hit
ICD10CM:Q84.3	Anonychia	4	0	PHENOTYPE		3	orphanet-specific;provenance-only:orphanet	MONDO:0008798;MONDO:0019211;MONDO:0019577	-					0	HP:0001798
ICD10CM:Q84.4	Congenital leukonychia	4	0	PHENOTYPE		1	provenance-only:orphanet	MONDO:0016557	-					0	HP:0001820
ICD10CM:Q84.5	Enlarged and hypertrophic nails	4	0	DISEASE		1	provenance-only:orphanet	MONDO:0016471	-					0	
ICD10CM:Q84.6	Other congenital malformations of nails	4	0	RESIDUAL		4	narrowerThanSource;provenance-only:orphanet	MONDO:0007134;MONDO:0008060;MONDO:0011595	B	MONDO:0002884	nail disorder	name	Other congenital malformations of nails	2	
ICD10CM:Q84.8	Other specified congenital malformations of integument	4	0	RESIDUAL		6	provenance-only:orphanet	MONDO:0007145;MONDO:0010876;MONDO:0010988;MONDO:0018259;MONDO:0018260	A	MONDO:0007145	aplasia cutis congenita	name	Aplasia cutis congenita	1	
ICD10CM:Q84.9	Congenital malformation of integument, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q85	Phakomatoses, not elsewhere classified	3	4	CONTAINER		0			-					0	
ICD10CM:Q85.0	Neurofibromatosis (nonmalignant)	4	5	DISEASE		1	equivalentTo	MONDO:0021061	A	MONDO:0021061	neurofibromatosis	name	Neurofibromatosis (nonmalignant)	1	HP:0001067
ICD10CM:Q85.00	Neurofibromatosis, unspecified	5	0	RESIDUAL		1	provenance-only:doid	MONDO:0021061	A	MONDO:0021061	neurofibromatosis	name	Neurofibromatosis, unspecified	1	HP:0001067
ICD10CM:Q85.01	Neurofibromatosis, type 1	5	0	DISEASE		1	equivalentTo	MONDO:0018975	A	MONDO:0018975	neurofibromatosis type 1	name	Neurofibromatosis, type 1	2	
ICD10CM:Q85.02	Neurofibromatosis, type 2	5	0	DISEASE		1	equivalentTo	MONDO:0007039	A	MONDO:0007039	neurofibromatosis type 2	EXACT	Neurofibromatosis, type 2	1	
ICD10CM:Q85.03	Schwannomatosis	5	0	DISEASE		1	equivalentTo	MONDO:0008075	A	MONDO:0008075	schwannomatosis	name	Schwannomatosis	1	
ICD10CM:Q85.09	Other neurofibromatosis	5	0	RESIDUAL		0			B	MONDO:0021061	neurofibromatosis	name	Other neurofibromatosis	1	
ICD10CM:Q85.1	Tuberous sclerosis	4	0	DISEASE		1	equivalentTo	MONDO:0001734	A	MONDO:0001734	tuberous sclerosis	name	Tuberous sclerosis	1	
ICD10CM:Q85.8	Other phakomatoses, not elsewhere classified	4	4	RESIDUAL		12	provenance-only:orphanet	MONDO:0008097;MONDO:0008280;MONDO:0008501;MONDO:0008667;MONDO:0016063	-					0	
ICD10CM:Q85.81	PTEN hamartoma tumor syndrome	5	0	DISEASE		0			A	MONDO:0017623	PTEN hamartoma tumor syndrome	name	PTEN hamartoma tumor syndrome	1	
ICD10CM:Q85.82	Other Cowden syndrome	5	0	RESIDUAL		0			B	MONDO:0016063	Cowden syndrome	EXACT	Other Cowden syndrome	1	
ICD10CM:Q85.83	Von Hippel-Lindau syndrome	5	0	DISEASE		0			A	MONDO:0008667	Von Hippel-Lindau syndrome	EXACT	Von Hippel-Lindau syndrome	1	
ICD10CM:Q85.89	Other phakomatoses, not elsewhere classified	5	0	RESIDUAL		0			A	MONDO:0008280	Peutz-Jeghers syndrome	name	Peutz-Jeghers syndrome	1	
ICD10CM:Q85.9	Phakomatosis, unspecified	4	0	RESIDUAL		1	provenance-only:orphanet	MONDO:0018298	-					0	
ICD10CM:Q86	Congenital malformation syndromes due to known exogenous causes, not elsewhere classified	3	4	CONTAINER		0			-					0	
ICD10CM:Q86.0	Fetal alcohol syndrome (dysmorphic)	4	0	DISEASE		1	equivalentTo	MONDO:0016011	A	MONDO:0016011	fetal alcohol syndrome	name	Fetal alcohol syndrome (dysmorphic)	1	
ICD10CM:Q86.1	Fetal hydantoin syndrome	4	0	DISEASE		1	equivalentTo	MONDO:0016008	A	MONDO:0016008	fetal hydantoin syndrome	name	Fetal hydantoin syndrome	1	
ICD10CM:Q86.2	Dysmorphism due to warfarin	4	0	DISEASE		1	provenance-only:orphanet	MONDO:0016010	-					0	
ICD10CM:Q86.8	Other congenital malformation syndromes due to known exogenous causes	4	0	RESIDUAL		17	provenance-only:orphanet	MONDO:0012275;MONDO:0016004;MONDO:0016005;MONDO:0016007;MONDO:0016009	-					0	
ICD10CM:Q87	Other specified congenital malformation syndromes affecting multiple systems	3	7	RESIDUAL		0			-					0	
ICD10CM:Q87.0	Congenital malformation syndromes predominantly affecting facial appearance	4	0	CONTAINER		133	orphanet-specific;provenance-only:doid;provenance-only:orphanet	MONDO:0007040;MONDO:0007041;MONDO:0007042;MONDO:0007043;MONDO:0007051	A	MONDO:0000078	acrocephalopolysyndactyly	name	Acrocephalopolysyndactyly	1	
ICD10CM:Q87.1	Congenital malformation syndromes predominantly associated with short stature	4	2	CONTAINER		94	orphanet-exact;provenance-only:doid;provenance-only:orphanet;provenance-only:other	MONDO:0000127;MONDO:0007030;MONDO:0007208;MONDO:0007230;MONDO:0007251	-					0	
ICD10CM:Q87.11	Prader-Willi syndrome	5	0	DISEASE		1	equivalentTo	MONDO:0008300	A	MONDO:0008300	Prader-Willi syndrome	name	Prader-Willi syndrome	3	
ICD10CM:Q87.19	Other congenital malformation syndromes predominantly associated with short stature	5	0	RESIDUAL		0			A	MONDO:0021005	Aarskog syndrome	NARROW	Aarskog syndrome	1	
ICD10CM:Q87.2	Congenital malformation syndromes predominantly involving limbs	4	0	CONTAINER		63	orphanet-exact;provenance-only:orphanet	MONDO:0007034;MONDO:0007059;MONDO:0007072;MONDO:0007073;MONDO:0007212	A	MONDO:0007732	Holt-Oram syndrome	name	Holt-Oram syndrome	1	
ICD10CM:Q87.3	Congenital malformation syndromes involving early overgrowth	4	0	CONTAINER		30	narrowerThanSource;orphanet-specific;provenance-only:orphanet	MONDO:0007534;MONDO:0008008;MONDO:0008318;MONDO:0009331;MONDO:0009406	A	MONDO:0007534	Beckwith-Wiedemann syndrome	name	Beckwith-Wiedemann syndrome	1	
ICD10CM:Q87.4	Marfan syndrome	4	4	DISEASE		1	equivalentTo	MONDO:0007947	A	MONDO:0007947	Marfan syndrome	name	Marfan syndrome	1	
ICD10CM:Q87.40	Marfan syndrome, unspecified	5	0	RESIDUAL		1	provenance-only:doid	MONDO:0007947	A	MONDO:0007947	Marfan syndrome	name	Marfan syndrome, unspecified	1	
ICD10CM:Q87.41	Marfan syndrome with cardiovascular manifestations	5	2	DISEASE		0			-					0	
ICD10CM:Q87.410	Marfan syndrome with aortic dilation	6	0	DISEASE		0			-					0	
ICD10CM:Q87.418	Marfan syndrome with other cardiovascular manifestations	6	0	DISEASE		0			-					0	
ICD10CM:Q87.42	Marfan syndrome with ocular manifestations	5	0	DISEASE		0			-					0	
ICD10CM:Q87.43	Marfan syndrome with skeletal manifestation	5	0	DISEASE		0			-					0	
ICD10CM:Q87.5	Other congenital malformation syndromes with other skeletal changes	4	0	RESIDUAL		38	provenance-only:doid;provenance-only:orphanet	MONDO:0007160;MONDO:0007177;MONDO:0007537;MONDO:0007584;MONDO:0007683	-					0	
ICD10CM:Q87.8	Other specified congenital malformation syndromes, not elsewhere classified	4	7	RESIDUAL		430	orphanet-btnt;orphanet-specific;other-mondo-qualifier:mondoSubClassOfSource;provenance-only:doid;provenance-only:orphanet;unqualified	MONDO:0000179;MONDO:0000200;MONDO:0006037;MONDO:0007029;MONDO:0007085	B	MONDO:0002254	syndrome	EXACT	Other specified congenital malformation syndromes, not elsewhere classified	2	
ICD10CM:Q87.81	Alport syndrome	5	0	DISEASE		1	equivalentTo	MONDO:0018965	A	MONDO:0018965	Alport syndrome	name	Alport syndrome	1	
ICD10CM:Q87.82	Arterial tortuosity syndrome	5	0	DISEASE		1	equivalentTo	MONDO:0008818	A	MONDO:0008818	arterial tortuosity syndrome	name	Arterial tortuosity syndrome	1	
ICD10CM:Q87.83	Bardet-Biedl syndrome	5	0	DISEASE		0			A	MONDO:0015229	Bardet-Biedl syndrome	name	Bardet-Biedl syndrome	1	
ICD10CM:Q87.84	Laurence-Moon syndrome	5	0	DISEASE		0			A	MONDO:0009514	Laurence-Moon syndrome	name	Laurence-Moon syndrome	1	
ICD10CM:Q87.85	MED13L syndrome	5	0	DISEASE		0			A	MONDO:0014773	MED13L syndrome	EXACT	MED13L syndrome	1	
ICD10CM:Q87.86	Kleefstra syndrome	5	0	DISEASE		0			A	MONDO:0012455	Kleefstra syndrome	name	Kleefstra syndrome	1	
ICD10CM:Q87.89	Other specified congenital malformation syndromes, not elsewhere classified	5	0	RESIDUAL		20	provenance-only:doid	MONDO:0008854;MONDO:0010832;MONDO:0011523;MONDO:0014432;MONDO:0014433	B	MONDO:0002254	syndrome	EXACT	Other specified congenital malformation syndromes, not elsewhere classified	2	
ICD10CM:Q89	Other congenital malformations, not elsewhere classified	3	8	RESIDUAL		0			-					0	
ICD10CM:Q89.0	Congenital absence and malformations of spleen	4	2	CONTAINER		2	provenance-only:orphanet	MONDO:0010066;MONDO:0018703	-					0	
ICD10CM:Q89.01	Asplenia (congenital)	5	0	PHENOTYPE		0			-					0	HP:0001746
ICD10CM:Q89.09	Congenital malformations of spleen	5	0	CONTAINER		0			B	MONDO:0002332	disease of spleen	EXACT	Congenital malformations of spleen	1	
ICD10CM:Q89.1	Congenital malformations of adrenal gland	4	0	CONTAINER		0			B	MONDO:0005495	adrenal gland disorder	name	Congenital malformations of adrenal gland	1	
ICD10CM:Q89.2	Congenital malformations of other endocrine glands	4	0	CONTAINER		3	provenance-only:orphanet	MONDO:0008565;MONDO:0017808	-					0	
ICD10CM:Q89.3	Situs inversus	4	0	DISEASE		1	equivalentTo	MONDO:0010029	A	MONDO:0010029	situs inversus	name	Situs inversus	1	
ICD10CM:Q89.4	Conjoined twins	4	0	DISEASE		1	equivalentTo	MONDO:0958083	A	MONDO:0958083	conjoined twins	name	Conjoined twins	1	
ICD10CM:Q89.7	Multiple congenital malformations, not elsewhere classified	4	0	CONTAINER		2	provenance-only:orphanet	MONDO:0010742;MONDO:0017123	-					0	
ICD10CM:Q89.8	Other specified congenital malformations	4	0	RESIDUAL		1	provenance-only:doid	MONDO:0008965	-					0	
ICD10CM:Q89.9	Congenital malformation, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q90	Down syndrome	3	4	DISEASE		1	equivalentTo	MONDO:0008608	A	MONDO:0008608	Down syndrome	name	Down syndrome	1	
ICD10CM:Q90-Q99	Chromosomal abnormalities, not elsewhere classified (Q90-Q99)	2	9	BLOCK		1	equivalentTo	MONDO:0019040	-					0	
ICD10CM:Q90.0	Trisomy 21, nonmosaicism (meiotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0008608	-					0	
ICD10CM:Q90.1	Trisomy 21, mosaicism (mitotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0008608	-					0	
ICD10CM:Q90.2	Trisomy 21, translocation	4	0	DISEASE		1	orphanet-btnt	MONDO:0008608	-					0	
ICD10CM:Q90.9	Down syndrome, unspecified	4	0	RESIDUAL		1	orphanet-btnt	MONDO:0008608	A	MONDO:0008608	Down syndrome	name	Down syndrome, unspecified	1	
ICD10CM:Q91	Trisomy 18 and Trisomy 13	3	8	DISEASE	YES	0			-					0	
ICD10CM:Q91.0	Trisomy 18, nonmosaicism (meiotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0018071	-					0	
ICD10CM:Q91.1	Trisomy 18, mosaicism (mitotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0018071	-					0	
ICD10CM:Q91.2	Trisomy 18, translocation	4	0	DISEASE		1	orphanet-btnt	MONDO:0018071	-					0	
ICD10CM:Q91.3	Trisomy 18, unspecified	4	0	RESIDUAL		1	orphanet-btnt	MONDO:0018071	A	MONDO:0018071	trisomy 18	name	Trisomy 18, unspecified	1	
ICD10CM:Q91.4	Trisomy 13, nonmosaicism (meiotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0018068	-					0	
ICD10CM:Q91.5	Trisomy 13, mosaicism (mitotic nondisjunction)	4	0	DISEASE		1	orphanet-btnt	MONDO:0018068	A	MONDO:0700034	trisomy 13 mosaicism	EXACT	Trisomy 13, mosaicism (mitotic nondisjunction)	1	
ICD10CM:Q91.6	Trisomy 13, translocation	4	0	DISEASE		1	orphanet-btnt	MONDO:0018068	-					0	
ICD10CM:Q91.7	Trisomy 13, unspecified	4	0	RESIDUAL		1	orphanet-btnt	MONDO:0018068	A	MONDO:0018068	trisomy 13	name	Trisomy 13, unspecified	1	
ICD10CM:Q92	Other trisomies and partial trisomies of the autosomes, not elsewhere classified	3	8	RESIDUAL		0			-					0	
ICD10CM:Q92.0	Whole chromosome trisomy, nonmosaicism (meiotic nondisjunction)	4	0	DISEASE		0			-					0	
ICD10CM:Q92.1	Whole chromosome trisomy, mosaicism (mitotic nondisjunction)	4	0	DISEASE		16	provenance-only:orphanet	MONDO:0015060;MONDO:0015706;MONDO:0015718;MONDO:0015725;MONDO:0015727	-					0	
ICD10CM:Q92.2	Partial trisomy	4	0	DISEASE		10	provenance-only:orphanet	MONDO:0015740;MONDO:0015761;MONDO:0015767;MONDO:0015768;MONDO:0015772	-					0	
ICD10CM:Q92.5	Duplications with other complex rearrangements	4	0	DISEASE		0			-					0	
ICD10CM:Q92.6	Marker chromosomes	4	2	DISEASE		1	provenance-only:orphanet	MONDO:0012176	-					0	
ICD10CM:Q92.61	Marker chromosomes in normal individual	5	0	DISEASE		0			-					0	
ICD10CM:Q92.62	Marker chromosomes in abnormal individual	5	0	DISEASE		0			-					0	
ICD10CM:Q92.7	Triploidy and polyploidy	4	0	DISEASE		3	orphanet-specific;provenance-only:orphanet	MONDO:0018026;MONDO:0018067;MONDO:0019934	-					0	
ICD10CM:Q92.8	Other specified trisomies and partial trisomies of autosomes	4	0	RESIDUAL		1	provenance-only:orphanet	MONDO:0007276	-					0	
ICD10CM:Q92.9	Trisomy and partial trisomy of autosomes, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q93	Monosomies and deletions from the autosomes, not elsewhere classified	3	9	CONTAINER		0			-					0	
ICD10CM:Q93.0	Whole chromosome monosomy, nonmosaicism (meiotic nondisjunction)	4	0	DISEASE		4	orphanet-btnt;provenance-only:orphanet	MONDO:0018930;MONDO:0019891	-					0	
ICD10CM:Q93.1	Whole chromosome monosomy, mosaicism (mitotic nondisjunction)	4	0	DISEASE		2	orphanet-btnt		-					0	
ICD10CM:Q93.2	Chromosome replaced with ring, dicentric or isochromosome	4	0	DISEASE		24	orphanet-btnt;provenance-only:orphanet	MONDO:0014708;MONDO:0015430;MONDO:0015431;MONDO:0015432;MONDO:0015433	-					0	
ICD10CM:Q93.3	Deletion of short arm of chromosome 4	4	0	DISEASE		1	equivalentTo	MONDO:0022762	B	MONDO:0022762	chromosome 4 short arm deletion	name	Deletion of short arm of chromosome 4	1	
ICD10CM:Q93.4	Deletion of short arm of chromosome 5	4	0	DISEASE		4	orphanet-btnt;orphanet-specific;provenance-only:orphanet	MONDO:0007404;MONDO:0016887	A	MONDO:0007404	Cri-du-chat syndrome	name	Cri-du-chat syndrome	1	
ICD10CM:Q93.5	Other deletions of part of a chromosome	4	3	RESIDUAL		170	orphanet-btnt;provenance-only:orphanet	MONDO:0007113;MONDO:0007800;MONDO:0007838;MONDO:0008013;MONDO:0008434	-					0	
ICD10CM:Q93.51	Angelman syndrome	5	0	DISEASE		1	equivalentTo	MONDO:0007113	A	MONDO:0007113	Angelman syndrome	name	Angelman syndrome	1	
ICD10CM:Q93.52	Phelan-McDermid syndrome	5	0	DISEASE		0			A	MONDO:0011652	Phelan-McDermid syndrome	name	Phelan-McDermid syndrome	1	
ICD10CM:Q93.59	Other deletions of part of a chromosome	5	0	RESIDUAL		0			-					0	
ICD10CM:Q93.7	Deletions with other complex rearrangements	4	0	DISEASE		1	orphanet-btnt		-					0	
ICD10CM:Q93.8	Other deletions from the autosomes	4	4	RESIDUAL		1	orphanet-btnt		-					0	
ICD10CM:Q93.81	Velo-cardio-facial syndrome	5	0	DISEASE		1	provenance-only:doid	MONDO:0008644	-					0	
ICD10CM:Q93.82	Williams syndrome	5	0	DISEASE		1	equivalentTo	MONDO:0008678	A	MONDO:0008678	Williams syndrome	name	Williams syndrome	1	
ICD10CM:Q93.88	Other microdeletions	5	0	RESIDUAL		0			A	MONDO:0009532	Miller-Dieker syndrome	EXACT	Miller-Dieker syndrome	1	
ICD10CM:Q93.89	Other deletions from the autosomes	5	0	RESIDUAL		0			-					0	
ICD10CM:Q93.9	Deletion from autosomes, unspecified	4	0	RESIDUAL		1	orphanet-btnt		-					0	
ICD10CM:Q95	Balanced rearrangements and structural markers, not elsewhere classified	3	7	CONTAINER		0			-					0	
ICD10CM:Q95.0	Balanced translocation and insertion in normal individual	4	0	DISEASE		0			-					0	
ICD10CM:Q95.1	Chromosome inversion in normal individual	4	0	DISEASE		0			-					0	
ICD10CM:Q95.2	Balanced autosomal rearrangement in abnormal individual	4	0	DISEASE		1	provenance-only:orphanet	MONDO:0007519	-					0	
ICD10CM:Q95.3	Balanced sex/autosomal rearrangement in abnormal individual	4	0	DISEASE		0			-					0	
ICD10CM:Q95.5	Individual with autosomal fragile site	4	0	DISEASE		0			-					0	
ICD10CM:Q95.8	Other balanced rearrangements and structural markers	4	0	RESIDUAL		0			-					0	
ICD10CM:Q95.9	Balanced rearrangement and structural marker, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q96	Turner's syndrome	3	7	DISEASE		1	provenance-only:doid	MONDO:0019499	-					0	
ICD10CM:Q96.0	Karyotype 45, X	4	0	DISEASE		1	equivalentTo	MONDO:0019499	A	MONDO:0019499	karyotype 45, X	EXACT	Karyotype 45, X	1	
ICD10CM:Q96.1	Karyotype 46, X iso (Xq)	4	0	DISEASE		2	orphanet-btnt	MONDO:0019499;MONDO:0020472	-					0	
ICD10CM:Q96.2	Karyotype 46, X with abnormal sex chromosome, except iso (Xq)	4	0	DISEASE		2	orphanet-btnt	MONDO:0019499;MONDO:0020472	-					0	
ICD10CM:Q96.3	Mosaicism, 45, X/46, XX or XY	4	0	DISEASE		2	orphanet-btnt	MONDO:0019499;MONDO:0020467	-					0	
ICD10CM:Q96.4	Mosaicism, 45, X/other cell line(s) with abnormal sex chromosome	4	0	DISEASE		2	orphanet-btnt	MONDO:0019499;MONDO:0020467	-					0	
ICD10CM:Q96.8	Other variants of Turner's syndrome	4	0	RESIDUAL		2	orphanet-btnt;provenance-only:orphanet	MONDO:0014520;MONDO:0019499	-					0	
ICD10CM:Q96.9	Turner's syndrome, unspecified	4	0	RESIDUAL		2	orphanet-btnt;provenance-only:orphanet	MONDO:0019499;MONDO:0020466	-					0	
ICD10CM:Q97	Other sex chromosome abnormalities, female phenotype, not elsewhere classified	3	6	RESIDUAL		0			-					0	
ICD10CM:Q97.0	Karyotype 47, XXX	4	0	DISEASE		1	orphanet-specific	MONDO:0018066	-					0	
ICD10CM:Q97.1	Female with more than three X chromosomes	4	0	DISEASE		2	provenance-only:orphanet	MONDO:0015228;MONDO:0019525	-					0	
ICD10CM:Q97.2	Mosaicism, lines with various numbers of X chromosomes	4	0	DISEASE		0			-					0	
ICD10CM:Q97.3	Female with 46, XY karyotype	4	0	DISEASE		0			-					0	
ICD10CM:Q97.8	Other specified sex chromosome abnormalities, female phenotype	4	0	RESIDUAL		0			-					0	
ICD10CM:Q97.9	Sex chromosome abnormality, female phenotype, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q98	Other sex chromosome abnormalities, male phenotype, not elsewhere classified	3	9	RESIDUAL		0			-					0	
ICD10CM:Q98.0	Klinefelter syndrome karyotype 47, XXY	4	0	DISEASE		1	provenance-only:doid	MONDO:0006823	-					0	
ICD10CM:Q98.1	Klinefelter syndrome, male with more than two X chromosomes	4	0	DISEASE		2	provenance-only:orphanet	MONDO:0019928;MONDO:0019929	-					0	
ICD10CM:Q98.3	Other male with 46, XX karyotype	4	0	RESIDUAL		0			-					0	
ICD10CM:Q98.4	Klinefelter syndrome, unspecified	4	0	RESIDUAL		1	provenance-only:doid	MONDO:0006823	A	MONDO:0006823	Klinefelter syndrome	name	Klinefelter syndrome, unspecified	1	
ICD10CM:Q98.5	Karyotype 47, XYY	4	0	DISEASE		1	orphanet-specific	MONDO:0019339	-					0	
ICD10CM:Q98.6	Male with structurally abnormal sex chromosome	4	0	DISEASE		6	provenance-only:orphanet	MONDO:0015607;MONDO:0016853;MONDO:0019935;MONDO:0020304;MONDO:0020305	-					0	
ICD10CM:Q98.7	Male with sex chromosome mosaicism	4	0	DISEASE		1	provenance-only:orphanet	MONDO:0015779	-					0	
ICD10CM:Q98.8	Other specified sex chromosome abnormalities, male phenotype	4	0	RESIDUAL		5	provenance-only:orphanet	MONDO:0015028;MONDO:0016854;MONDO:0020469;MONDO:0020470	-					0	
ICD10CM:Q98.9	Sex chromosome abnormality, male phenotype, unspecified	4	0	RESIDUAL		0			-					0	
ICD10CM:Q99	Other chromosome abnormalities, not elsewhere classified	3	5	RESIDUAL		0			-					0	
ICD10CM:Q99.0	Chimera 46, XX/46, XY	4	0	DISEASE		1	orphanet-specific	MONDO:0016045	-					0	
ICD10CM:Q99.1	46, XX true hermaphrodite	4	0	DISEASE		4	orphanet-exact;orphanet-specific;provenance-only:orphanet	MONDO:0009299;MONDO:0009302;MONDO:0010765;MONDO:0100249	-					0	
ICD10CM:Q99.2	Fragile X chromosome	4	0	DISEASE		2	orphanet-specific;provenance-only:orphanet	MONDO:0010383;MONDO:0018670	A	MONDO:0010383	fragile X syndrome	name	Fragile X syndrome	1	
ICD10CM:Q99.8	Other specified chromosome abnormalities	4	0	RESIDUAL		53	provenance-only:orphanet	MONDO:0000141;MONDO:0008365;MONDO:0010283;MONDO:0010399;MONDO:0010428	-					0	
ICD10CM:Q99.9	Chromosomal abnormality, unspecified	4	0	RESIDUAL		0			-					0	
